,date,lat,lng,thunder,snow,minhumidity,coolingdegreedays,maxdewptm,heatingdegreedays,meanpressurem,rain,minwspdm,fog,humidity,gdegreedays,mindewptm,minpressurem,maxtempm,meanwindspdm,maxpressurem,hail,meandewptm,maxwspdm,precipm,meantempm,meanwdird,maxhumidity,mintempm
155,5,0.8010674747716482,-1.1371742894407102,0.0,0.0,42.0,0.0,8.0,11.0,1011.66,0.0,0.0,0.0,74.0,4.0,6.0,1010.0,18.0,13.0,1013.0,0.0,7.0,122.0,0.0,12.0,206.0,93.0,6.0
156,5,0.8061481889489382,-1.1631165023498937,0.0,0.0,36.0,0.0,9.0,6.0,1006.12,0.0,0.0,0.0,56.0,8.0,3.0,1002.0,24.0,12.0,1011.0,0.0,6.0,33.0,0.0,15.0,196.0,81.0,6.0
157,6,0.8061481889489382,-1.1631165023498937,1.0,0.0,43.0,1.0,13.0,0.0,992.45,1.0,13.0,0.0,66.0,16.0,9.0,990.0,23.0,21.0,994.0,0.0,11.0,37.0,0.0,19.0,233.0,88.0,15.0
158,6,0.8010674747716482,-1.1371742894407102,0.0,0.0,27.0,0.0,10.0,4.0,1015.41,0.0,0.0,0.0,57.0,10.0,2.0,1013.0,25.0,7.0,1017.0,0.0,6.0,30.0,0.0,16.0,212.0,93.0,7.0
159,4,0.7675740613769003,-1.1421630557144065,0.0,0.0,65.0,0.0,3.0,29.0,1030.33,0.0,7.0,0.0,74.0,0.0,-5.0,1029.0,6.0,14.0,1031.0,0.0,-1.0,30.0,0.0,2.0,208.0,93.0,-1.0
160,5,0.8038510033399363,-1.0517408984574297,0.0,0.0,65.0,0.0,14.0,14.0,1019.5,1.0,0.0,0.0,76.0,0.0,-1.0,1011.0,18.0,20.0,1026.0,0.0,4.0,37.0,0.0,10.0,344.0,88.0,3.0
161,3,0.7720667878102186,-1.1239883572993996,0.0,0.0,60.0,0.0,-2.0,34.0,1016.32,0.0,9.0,0.0,79.0,0.0,-7.0,1013.0,1.0,14.0,1018.0,0.0,-4.0,30.0,0.0,0.0,339.0,94.0,-2.0
164,4,0.7876884923418173,-1.1048714095931746,0.0,0.0,26.0,0.0,1.0,33.0,1016.82,0.0,0.0,0.0,65.0,0.0,-11.0,1009.0,1.0,0.0,1025.0,0.0,-5.0,0.0,1.0,0.0,-1.0,100.0,-2.0
165,7,0.7784841197873853,-1.141376503847777,0.0,0.0,61.0,6.0,22.0,0.0,1019.25,0.0,2.0,0.0,76.0,22.0,13.0,1017.0,28.0,4.0,1021.0,0.0,18.0,7.0,0.0,22.0,245.0,92.0,16.0
166,7,0.7784841197873853,-1.141376503847777,0.0,0.0,66.0,0.0,18.0,2.0,1018.96,0.0,0.0,0.0,87.0,12.0,12.0,1018.0,21.0,2.0,1020.0,0.0,15.0,6.0,0.6,17.0,270.0,97.0,13.0
167,5,0.7766813386946277,-1.1088218343916074,0.0,0.0,55.0,0.0,9.0,14.0,1015.35,0.0,7.0,0.0,81.0,0.0,2.0,1011.0,13.0,17.0,1020.0,0.0,6.0,37.0,0.0,10.0,71.0,95.0,7.0
168,6,0.7741414157397482,-1.1319461429390365,0.0,0.0,90.0,0.0,21.0,0.0,1010.6,0.0,4.0,0.0,98.0,14.0,14.0,1010.0,23.0,5.0,1013.0,0.0,18.0,7.0,15.0,18.0,213.0,99.0,13.0
169,7,0.76910539862681,-1.1317631975811397,0.0,0.0,89.0,0.0,17.0,6.0,1016.56,0.0,7.0,0.0,98.0,10.0,14.0,1014.0,17.0,15.0,1020.0,0.0,15.0,30.0,1.3,15.0,216.0,100.0,13.0
172,9,0.7985551534306824,-1.0671635942406372,0.0,0.0,53.0,0.0,14.0,7.0,1020.28,0.0,0.0,0.0,77.0,8.0,5.0,1018.0,20.0,11.0,1023.0,0.0,10.0,20.0,0.0,14.0,290.0,100.0,9.0
174,4,0.7675740613769003,-1.1421630557144065,0.0,0.0,100.0,0.0,10.0,19.0,1017.7,1.0,7.0,1.0,100.0,0.0,5.0,1014.0,10.0,17.0,1022.0,0.0,8.0,28.0,0.0,8.0,235.0,100.0,5.0
177,5,0.8038510033399363,-1.0517408984574297,0.0,0.0,58.0,0.0,7.0,23.0,1024.55,0.0,0.0,1.0,86.0,0.0,1.0,1023.0,11.0,7.0,1026.0,0.0,3.0,24.0,0.0,6.0,147.0,100.0,1.0
178,5,0.8038510033399363,-1.0517408984574297,0.0,0.0,44.0,0.0,0.0,22.0,1020.55,0.0,9.0,0.0,56.0,0.0,-5.0,1016.0,11.0,16.0,1023.0,0.0,-2.0,28.0,0.0,6.0,301.0,81.0,2.0
179,6,0.7784841197873853,-1.141376503847777,0.0,0.0,46.0,0.0,15.0,5.0,1014.58,0.0,2.0,0.0,83.0,10.0,4.0,1012.0,19.0,4.0,1020.0,0.0,12.0,7.0,0.0,15.0,134.0,97.0,10.0
180,6,0.7784841197873853,-1.141376503847777,0.0,0.0,28.0,0.0,12.0,6.0,1022.64,0.0,2.0,0.0,68.0,9.0,5.0,1020.0,24.0,3.0,1025.0,0.0,9.0,9.0,0.0,14.0,304.0,97.0,5.0
182,5,0.7907880717401647,-1.104403841570073,0.0,0.0,42.0,0.0,5.0,16.0,1015.37,0.0,4.0,0.0,68.0,0.0,2.0,1009.0,13.0,17.0,1020.0,0.0,3.0,30.0,0.0,9.0,344.0,89.0,3.0
183,5,0.8037740247651709,-1.072495817208129,0.0,0.0,37.0,0.0,2.0,18.0,1028.71,0.0,4.0,0.0,66.0,0.0,-1.0,1028.0,13.0,12.0,1030.0,0.0,1.0,26.0,0.0,8.0,84.0,93.0,0.0
184,5,0.8037740247651709,-1.072495817208129,0.0,0.0,27.0,0.0,5.0,18.0,1024.05,0.0,0.0,0.0,64.0,0.0,-1.0,1022.0,19.0,8.0,1026.0,0.0,3.0,26.0,0.0,9.0,188.0,100.0,-1.0
185,5,0.779366305502556,-1.1087151713416419,0.0,0.0,76.0,0.0,5.0,24.0,1018.31,1.0,7.0,0.0,89.0,0.0,2.0,1011.0,7.0,13.0,1023.0,0.0,3.0,28.0,0.0,5.0,163.0,100.0,3.0
186,5,0.779366305502556,-1.1087151713416419,0.0,0.0,82.0,0.0,8.0,19.0,1003.39,0.0,0.0,1.0,94.0,0.0,6.0,1003.0,10.0,11.0,1004.0,0.0,7.0,26.0,0.0,8.0,232.0,100.0,6.0
187,5,0.8037740247651709,-1.072495817208129,0.0,0.0,36.0,0.0,9.0,14.0,1014.44,1.0,6.0,0.0,59.0,0.0,-1.0,1012.0,15.0,16.0,1018.0,0.0,4.0,30.0,0.0,10.0,279.0,77.0,6.0
188,5,0.8037740247651709,-1.072495817208129,0.0,0.0,81.0,0.0,14.0,16.0,1018.62,1.0,4.0,1.0,96.0,0.0,3.0,1015.0,15.0,14.0,1021.0,0.0,7.0,30.0,0.5,10.0,111.0,100.0,5.0
189,5,0.8037740247651709,-1.072495817208129,0.0,0.0,43.0,0.0,4.0,29.0,1028.82,1.0,0.0,0.0,69.0,0.0,-4.0,1024.0,9.0,9.0,1032.0,0.0,-1.0,24.0,2.0,2.0,170.0,100.0,-4.0
192,5,0.8037740247651709,-1.072495817208129,0.0,0.0,88.0,0.0,13.0,15.0,1018.61,1.0,0.0,0.0,96.0,0.0,5.0,1015.0,14.0,11.0,1024.0,0.0,10.0,18.0,2.0,10.0,260.0,100.0,5.0
193,5,0.7806630851367877,-1.1037505822843439,0.0,0.0,35.0,0.0,6.0,6.0,1018.03,0.0,0.0,0.0,51.0,8.0,3.0,1017.0,19.0,11.0,1020.0,0.0,5.0,22.0,0.0,15.0,271.0,67.0,11.0
194,5,0.7926432073643991,-1.1058053896563445,0.0,0.0,30.0,0.0,8.0,6.0,1019.72,0.0,0.0,0.0,49.0,8.0,1.0,1019.0,25.0,5.0,1022.0,0.0,4.0,18.0,0.0,14.0,159.0,75.0,4.0
197,8,0.7564571137408783,-1.3950521430945795,0.0,0.0,48.0,6.0,20.0,0.0,1009.56,0.0,2.0,0.0,70.0,22.0,14.0,1007.0,26.0,11.0,1012.0,0.0,16.0,18.0,0.0,22.0,264.0,82.0,18.0
198,5,0.7553057723932152,-1.3953810329388254,0.0,0.0,51.0,8.0,16.0,0.0,1012.36,0.0,6.0,0.0,63.0,22.0,14.0,1010.0,25.0,10.0,1014.0,0.0,15.0,24.0,0.0,22.0,221.0,74.0,19.0
199,5,0.7553057723932152,-1.3953810329388254,0.0,0.0,33.0,0.0,11.0,13.0,1015.34,0.0,7.0,0.0,61.0,2.0,-4.0,1012.0,12.0,13.0,1018.0,0.0,3.0,24.0,0.0,11.0,230.0,94.0,10.0
200,5,0.7717264164266067,-1.350128531584725,0.0,0.0,41.0,0.0,9.0,14.0,1016.37,1.0,0.0,0.0,73.0,0.0,0.0,1009.0,14.0,11.0,1022.0,0.0,5.0,33.0,0.0,10.0,324.0,100.0,7.0
201,4,0.7821402154603864,-1.3411255416428702,0.0,0.0,38.0,0.0,4.0,17.0,1023.12,0.0,0.0,0.0,68.0,0.0,0.0,1019.0,14.0,12.0,1026.0,0.0,2.0,20.0,0.0,9.0,196.0,87.0,4.0
202,4,0.7987790209960773,-1.3857914260834978,0.0,0.0,23.0,0.0,1.0,6.0,1023.02,0.0,4.0,0.0,32.0,10.0,-5.0,1019.0,22.0,16.0,1026.0,0.0,-2.0,26.0,0.0,16.0,241.0,46.0,9.0
203,5,0.7794553172944075,-1.3889400000540952,0.0,0.0,38.0,0.0,6.0,13.0,1029.28,0.0,2.0,0.0,57.0,2.0,0.0,1027.0,17.0,7.0,1031.0,0.0,3.0,18.0,0.0,10.0,127.0,97.0,4.0
207,5,0.7794553172944075,-1.3889400000540952,0.0,0.0,36.0,0.0,4.0,18.0,1023.6,0.0,0.0,0.0,70.0,0.0,-1.0,1022.0,14.0,5.0,1025.0,0.0,2.0,15.0,0.0,8.0,301.0,99.0,1.0
209,5,0.7794553172944075,-1.3889400000540952,0.0,0.0,43.0,0.0,8.0,16.0,1021.27,0.0,0.0,0.0,73.0,0.0,1.0,1019.0,14.0,8.0,1023.0,0.0,5.0,26.0,0.0,10.0,348.0,92.0,5.0
210,5,0.7794553172944075,-1.3889400000540952,0.0,0.0,48.0,0.0,9.0,15.0,1015.96,0.0,0.0,0.0,69.0,0.0,3.0,1013.0,15.0,7.0,1019.0,0.0,5.0,22.0,0.0,10.0,357.0,93.0,5.0
211,5,0.7794553172944075,-1.3889400000540952,0.0,0.0,62.0,0.0,14.0,9.0,1014.36,0.0,2.0,0.0,83.0,6.0,8.0,1013.0,19.0,9.0,1015.0,0.0,11.0,24.0,0.8,14.0,120.0,98.0,8.0
212,5,0.7600908892435304,-1.3919000784654778,0.0,0.0,72.0,0.0,13.0,8.0,1013.6,1.0,0.0,0.0,86.0,8.0,10.0,1012.0,17.0,13.0,1015.0,0.0,11.0,32.0,0.0,14.0,115.0,94.0,12.0
214,6,0.7504915783575616,-1.3962634015954636,0.0,0.0,72.0,0.0,10.0,14.0,1015.63,0.0,6.0,0.0,85.0,2.0,7.0,1011.0,14.0,13.0,1018.0,0.0,9.0,22.0,0.0,11.0,276.0,100.0,8.0
215,6,0.7821402154603864,-1.3411255416428702,0.0,0.0,51.0,8.0,20.0,0.0,1017.67,0.0,0.0,1.0,70.0,23.0,15.0,1016.0,30.0,6.0,1019.0,0.0,18.0,13.0,0.0,23.0,156.0,94.0,16.0
216,6,0.7600084709177456,-1.3923364107784766,0.0,0.0,64.0,0.0,18.0,0.0,1010.65,1.0,0.0,0.0,80.0,16.0,12.0,1007.0,21.0,11.0,1016.0,0.0,15.0,30.0,0.0,19.0,203.0,94.0,17.0
217,8,0.7549954974550771,-1.3903971560540402,0.0,0.0,26.0,7.0,17.0,0.0,1011.58,0.0,6.0,0.0,62.0,22.0,6.0,1010.0,27.0,7.0,1013.0,0.0,14.0,18.0,0.0,22.0,253.0,87.0,17.0
218,9,0.7549954974550771,-1.3903971560540402,0.0,0.0,45.0,0.0,7.0,10.0,1027.01,0.0,9.0,0.0,61.0,5.0,4.0,1025.0,16.0,17.0,1029.0,0.0,5.0,26.0,0.0,12.0,50.0,81.0,9.0
220,10,0.765908653416839,-1.3407037537403166,0.0,0.0,75.0,0.0,16.0,11.0,998.93,0.0,26.0,0.0,92.0,4.0,4.0,992.0,16.0,40.0,1002.0,0.0,11.0,80.0,6.6,12.0,234.0,100.0,8.0
221,3,0.7832327090012886,-1.3682086223752774,0.0,0.0,52.0,0.0,3.0,30.0,1010.22,0.0,2.0,0.0,62.0,0.0,-11.0,1006.0,6.0,10.0,1017.0,0.0,-5.0,17.0,0.0,2.0,110.0,86.0,-3.0
222,3,0.8482569076674632,-1.560150912069354,0.0,1.0,45.0,0.0,-2.0,32.0,1006.0,0.0,6.0,0.0,68.0,0.0,-8.0,1003.0,4.0,13.0,1011.0,0.0,-5.0,28.0,0.0,1.0,267.0,87.0,-2.0
223,4,0.7755696773198758,-1.39415771480603,0.0,0.0,52.0,0.0,13.0,12.0,1019.55,0.0,2.0,0.0,74.0,2.0,2.0,1017.0,14.0,17.0,1022.0,0.0,7.0,28.0,7.1,12.0,187.0,100.0,8.0
224,4,0.7638724359561908,-1.3857914260834978,0.0,0.0,93.0,0.0,13.0,16.0,1011.89,0.0,0.0,0.0,99.0,0.0,6.0,1011.0,13.0,5.0,1014.0,0.0,9.0,15.0,0.0,10.0,122.0,100.0,6.0
225,4,0.8482569076674632,-1.560150912069354,0.0,0.0,36.0,0.0,12.0,12.0,1006.65,1.0,0.0,0.0,65.0,3.0,0.0,1001.0,17.0,19.0,1016.0,0.0,5.0,46.0,0.0,12.0,227.0,100.0,6.0
226,4,0.7454924019781288,-1.4113750723479368,0.0,0.0,48.0,0.0,8.0,15.0,1016.31,0.0,4.0,0.0,74.0,0.0,0.0,1015.0,14.0,9.0,1019.0,0.0,5.0,22.0,1.0,10.0,347.0,97.0,5.0
227,4,0.7454924019781288,-1.4113750723479368,0.0,0.0,48.0,0.0,8.0,15.0,1016.31,0.0,4.0,0.0,74.0,0.0,0.0,1015.0,14.0,9.0,1019.0,0.0,5.0,22.0,1.0,10.0,347.0,97.0,5.0
229,4,0.7718739553195901,-1.4159841880006472,0.0,0.0,26.0,0.0,-1.0,24.0,1019.3,0.0,0.0,0.0,53.0,0.0,-7.0,1010.0,13.0,7.0,1024.0,0.0,-4.0,22.0,0.0,6.0,157.0,80.0,-2.0
230,4,0.7821402154603864,-1.3411255416428702,0.0,1.0,70.0,0.0,1.0,29.0,1009.27,0.0,6.0,0.0,77.0,0.0,-2.0,1005.0,4.0,11.0,1012.0,0.0,-1.0,17.0,0.0,2.0,335.0,93.0,1.0
232,4,0.7548549014875475,-1.390891666008766,0.0,0.0,30.0,0.0,4.0,16.0,1008.77,0.0,6.0,0.0,50.0,0.0,-5.0,1006.0,12.0,14.0,1013.0,0.0,-1.0,30.0,0.0,9.0,269.0,78.0,6.0
235,5,0.7732426891283011,-1.3824298239713904,0.0,0.0,59.0,0.0,14.0,2.0,1016.63,0.0,0.0,0.0,84.0,12.0,11.0,1016.0,22.0,7.0,1018.0,0.0,12.0,26.0,0.0,16.0,236.0,96.0,11.0
236,5,0.767072206251508,-1.3779374444495232,0.0,0.0,65.0,4.0,18.0,0.0,1007.7,1.0,0.0,0.0,75.0,20.0,16.0,1004.0,25.0,11.0,1010.0,0.0,17.0,24.0,0.0,21.0,203.0,94.0,17.0
239,6,0.7732426891283011,-1.3824298239713904,0.0,0.0,71.0,2.0,18.0,0.0,1006.1,0.0,17.0,0.0,80.0,18.0,15.0,1003.0,22.0,19.0,1008.0,0.0,16.0,30.0,0.0,20.0,236.0,86.0,17.0
240,6,0.7732426891283011,-1.3824298239713904,0.0,0.0,72.0,0.0,16.0,2.0,1003.51,0.0,20.0,0.0,78.0,13.0,12.0,1001.0,19.0,25.0,1009.0,0.0,14.0,43.0,0.0,17.0,287.0,83.0,15.0
241,6,0.7641633241648448,-1.3808463265350166,0.0,0.0,50.0,2.0,16.0,0.0,1004.36,1.0,0.0,0.0,68.0,18.0,12.0,1002.0,24.0,13.0,1010.0,0.0,14.0,33.0,0.0,20.0,266.0,82.0,15.0
242,7,0.7732426891283011,-1.3824298239713904,0.0,0.0,58.0,4.0,17.0,0.0,1014.46,0.0,11.0,0.0,73.0,18.0,14.0,1014.0,23.0,15.0,1016.0,0.0,15.0,24.0,0.0,20.0,266.0,80.0,18.0
243,7,0.7732426891283011,-1.3824298239713904,0.0,0.0,84.0,2.0,19.0,0.0,1013.35,0.0,4.0,0.0,91.0,17.0,18.0,1012.0,21.0,10.0,1014.0,0.0,18.0,22.0,0.0,20.0,109.0,96.0,18.0
244,7,0.7853981633974483,-1.3840460968315034,0.0,0.0,50.0,0.0,15.0,2.0,1014.49,0.0,0.0,1.0,65.0,12.0,9.0,1013.0,25.0,9.0,1016.0,0.0,14.0,26.0,0.0,17.0,252.0,100.0,9.0
245,7,0.784254972737392,-1.3934743654507766,0.0,0.0,71.0,6.0,20.0,0.0,1019.6,0.0,2.0,0.0,87.0,21.0,17.0,1019.0,25.0,5.0,1020.0,0.0,19.0,11.0,0.0,21.0,118.0,99.0,17.0
246,8,0.7732426891283011,-1.3824298239713904,0.0,0.0,55.0,8.0,20.0,0.0,1011.37,0.0,2.0,0.0,77.0,22.0,16.0,1007.0,25.0,16.0,1013.0,0.0,17.0,26.0,0.0,22.0,275.0,94.0,19.0
247,8,0.7821402154603864,-1.3411255416428702,0.0,0.0,69.0,0.0,17.0,0.0,1015.72,1.0,4.0,0.0,87.0,16.0,15.0,1015.0,22.0,9.0,1016.0,0.0,16.0,20.0,0.0,19.0,352.0,100.0,16.0
249,8,0.767072206251508,-1.3779374444495232,0.0,0.0,78.0,8.0,20.0,0.0,1017.8,0.0,0.0,0.0,82.0,23.0,19.0,1018.0,24.0,5.0,1018.0,0.0,20.0,9.0,0.0,23.0,127.0,88.0,22.0
250,9,0.7732426891283011,-1.3824298239713904,0.0,0.0,88.0,0.0,18.0,0.0,1013.79,0.0,6.0,0.0,95.0,14.0,16.0,1011.0,20.0,9.0,1017.0,0.0,17.0,28.0,0.0,18.0,148.0,97.0,16.0
251,9,0.7732426891283011,-1.3824298239713904,0.0,0.0,53.0,0.0,16.0,4.0,1019.3,0.0,2.0,0.0,79.0,11.0,8.0,1018.0,23.0,6.0,1020.0,0.0,12.0,18.0,0.0,16.0,137.0,98.0,8.0
253,10,0.7691084237121738,-1.377064779823526,0.0,0.0,49.0,0.0,14.0,10.0,1017.24,0.0,0.0,0.0,78.0,6.0,5.0,1014.0,21.0,6.0,1019.0,0.0,9.0,30.0,0.0,14.0,186.0,100.0,6.0
255,7,0.7600908892435304,-1.3919000784654778,0.0,0.0,65.0,2.0,17.0,0.0,1005.7,1.0,0.0,0.0,78.0,18.0,15.0,1005.0,23.0,6.0,1006.0,0.0,16.0,26.0,0.0,20.0,78.0,88.0,17.0
256,9,0.7600908892435304,-1.3919000784654778,0.0,0.0,51.0,12.0,22.0,0.0,1017.13,0.0,0.0,1.0,78.0,27.0,19.0,1016.0,30.0,6.0,1018.0,0.0,21.0,18.0,0.0,25.0,150.0,100.0,20.0
257,9,0.7600908892435304,-1.3919000784654778,0.0,0.0,43.0,0.0,14.0,3.0,1016.21,0.0,7.0,0.0,67.0,12.0,9.0,1015.0,23.0,12.0,1019.0,0.0,10.0,20.0,0.0,17.0,239.0,88.0,11.0
258,10,0.7732426891283011,-1.3824298239713904,0.0,0.0,48.0,0.0,-1.0,29.0,1023.99,0.0,4.0,0.0,74.0,0.0,-5.0,1020.0,5.0,7.0,1026.0,0.0,-2.0,13.0,0.0,2.0,28.0,94.0,0.0
259,9,0.7775441817634738,-1.3241231258463706,0.0,0.0,42.0,0.0,9.0,9.0,1012.86,1.0,0.0,0.0,81.0,6.0,5.0,1010.0,18.0,11.0,1018.0,0.0,8.0,30.0,0.0,14.0,178.0,94.0,7.0
260,6,0.7880161572754397,-1.3267411197243622,1.0,0.0,67.0,0.0,8.0,16.0,1018.18,1.0,6.0,0.0,78.0,0.0,4.0,1014.0,13.0,19.0,1021.0,0.0,6.0,41.0,0.0,10.0,68.0,87.0,7.0
261,10,0.7775441817634738,-1.3241231258463706,0.0,0.0,27.0,0.0,2.0,23.0,1013.84,1.0,0.0,0.0,64.0,0.0,-5.0,1008.0,16.0,3.0,1018.0,0.0,-2.0,22.0,0.0,6.0,162.0,93.0,-4.0
262,4,0.7600908892435304,-1.3919000784654778,0.0,0.0,32.0,0.0,3.0,21.0,1010.19,1.0,6.0,0.0,57.0,0.0,-7.0,1008.0,11.0,13.0,1012.0,0.0,-2.0,30.0,0.0,7.0,337.0,87.0,3.0
263,4,0.7732426891283011,-1.3824298239713904,0.0,0.0,29.0,0.0,4.0,20.0,1022.02,0.0,6.0,0.0,61.0,0.0,-6.0,1021.0,12.0,14.0,1023.0,0.0,-1.0,28.0,24.6,8.0,205.0,82.0,3.0
264,4,0.7804530638501368,-1.3409946419489707,0.0,0.0,76.0,0.0,10.0,14.0,1020.88,1.0,4.0,1.0,85.0,0.0,4.0,1018.0,13.0,11.0,1024.0,0.0,7.0,22.0,0.0,10.0,169.0,100.0,7.0
265,4,0.7732426891283011,-1.3824298239713904,0.0,0.0,76.0,0.0,9.0,18.0,1018.33,0.0,13.0,0.0,89.0,0.0,4.0,1014.0,10.0,18.0,1022.0,0.0,7.0,30.0,8.6,8.0,188.0,99.0,6.0
266,4,0.767072206251508,-1.3779374444495232,0.0,0.0,56.0,0.0,14.0,6.0,1020.94,0.0,0.0,0.0,68.0,8.0,7.0,1014.0,18.0,14.0,1024.0,0.0,9.0,32.0,0.0,15.0,308.0,88.0,12.0
267,4,0.7600734359510105,-1.4003579440206422,0.0,0.0,29.0,0.0,-1.0,26.0,1026.7,0.0,0.0,1.0,54.0,0.0,-6.0,1026.0,13.0,3.0,1028.0,0.0,-4.0,15.0,0.0,4.0,191.0,100.0,-3.0
268,4,0.7732426891283011,-1.3824298239713904,0.0,0.0,40.0,0.0,6.0,18.0,1018.75,0.0,6.0,0.0,67.0,0.0,-7.0,1016.0,11.0,18.0,1024.0,0.0,2.0,41.0,4.1,8.0,341.0,90.0,6.0
270,5,0.7732426891283011,-1.3824298239713904,0.0,0.0,33.0,0.0,6.0,8.0,1026.27,0.0,17.0,0.0,47.0,7.0,-1.0,1023.0,18.0,19.0,1028.0,0.0,3.0,30.0,1.3,14.0,171.0,62.0,9.0
271,5,0.7600084709177456,-1.3923364107784766,0.0,0.0,30.0,0.0,6.0,8.0,1026.23,0.0,6.0,0.0,44.0,7.0,-3.0,1023.0,20.0,14.0,1028.0,0.0,2.0,26.0,0.0,14.0,131.0,62.0,8.0
272,5,0.767944870877505,-1.3788101090755203,0.0,0.0,22.0,0.0,10.0,9.0,1025.37,1.0,0.0,0.0,53.0,6.0,-5.0,1022.0,18.0,7.0,1028.0,0.0,2.0,26.0,0.0,14.0,360.0,94.0,9.0
273,5,0.7600908892435304,-1.3919000784654778,0.0,0.0,36.0,2.0,14.0,0.0,1018.88,1.0,4.0,0.0,60.0,18.0,7.0,1016.0,27.0,12.0,1022.0,0.0,11.0,43.0,0.0,20.0,349.0,82.0,13.0
274,5,0.7732426891283011,-1.3824298239713904,0.0,0.0,40.0,0.0,5.0,18.0,1023.72,0.0,2.0,0.0,63.0,0.0,-1.0,1022.0,13.0,8.0,1026.0,0.0,2.0,22.0,0.0,8.0,338.0,85.0,3.0
275,5,0.7732426891283011,-1.3824298239713904,0.0,0.0,49.0,0.0,12.0,16.0,1016.34,0.0,9.0,0.0,74.0,0.0,0.0,1012.0,11.0,17.0,1022.0,0.0,5.0,37.0,0.8,9.0,9.0,98.0,7.0
276,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,18.0,0.0,6.0,10.0,1014.81,0.0,4.0,0.0,36.0,5.0,-6.0,1013.0,20.0,13.0,1017.0,0.0,-2.0,26.0,0.0,13.0,23.0,66.0,6.0
277,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,63.0,0.0,11.0,6.0,1014.7,1.0,4.0,0.0,72.0,8.0,9.0,1012.0,17.0,11.0,1016.0,0.0,10.0,20.0,0.0,15.0,154.0,82.0,13.0
278,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,72.0,0.0,12.0,10.0,1013.49,1.0,0.0,0.0,90.0,6.0,10.0,1010.0,16.0,8.0,1015.0,0.0,11.0,18.0,0.0,14.0,189.0,100.0,11.0
279,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,72.0,0.0,12.0,10.0,1013.49,1.0,0.0,0.0,90.0,6.0,10.0,1010.0,16.0,8.0,1015.0,0.0,11.0,18.0,0.0,14.0,189.0,100.0,11.0
280,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,68.0,0.0,16.0,3.0,1015.41,1.0,6.0,0.0,82.0,12.0,12.0,1014.0,21.0,12.0,1017.0,0.0,13.0,24.0,0.0,17.0,97.0,94.0,13.0
281,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,68.0,0.0,16.0,3.0,1015.41,1.0,6.0,0.0,82.0,12.0,12.0,1014.0,21.0,12.0,1017.0,0.0,13.0,24.0,0.0,17.0,97.0,94.0,13.0
282,5,0.7454650301118182,-1.388426873254009,0.0,0.0,72.0,0.0,13.0,9.0,1012.44,1.0,7.0,0.0,79.0,6.0,7.0,1012.0,18.0,11.0,1014.0,0.0,12.0,22.0,0.0,14.0,52.0,88.0,9.0
283,5,0.7600908892435304,-1.3919000784654778,0.0,0.0,49.0,0.0,12.0,4.0,1012.23,0.0,0.0,0.0,57.0,11.0,4.0,1011.0,22.0,12.0,1013.0,0.0,8.0,18.0,0.0,16.0,351.0,68.0,11.0
284,5,0.7600084709177456,-1.3923364107784766,0.0,0.0,27.0,0.0,4.0,12.0,1018.97,0.0,0.0,0.0,48.0,2.0,-4.0,1017.0,19.0,11.0,1021.0,0.0,1.0,24.0,0.0,12.0,327.0,75.0,4.0
285,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,30.0,0.0,8.0,12.0,1017.17,0.0,4.0,0.0,54.0,2.0,-1.0,1016.0,18.0,13.0,1018.0,0.0,3.0,32.0,0.0,12.0,304.0,82.0,5.0
286,5,0.7821402154603864,-1.3411255416428702,0.0,0.0,31.0,0.0,4.0,14.0,1014.0,0.0,9.0,0.0,51.0,1.0,-1.0,1013.0,16.0,15.0,1017.0,0.0,1.0,28.0,0.0,11.0,325.0,87.0,6.0
287,6,0.7821402154603864,-1.3411255416428702,0.0,0.0,68.0,0.0,12.0,6.0,1012.49,0.0,11.0,0.0,80.0,10.0,11.0,1008.0,18.0,17.0,1015.0,0.0,12.0,32.0,0.0,16.0,269.0,94.0,13.0
288,6,0.7821402154603864,-1.3411255416428702,0.0,0.0,68.0,0.0,12.0,6.0,1012.49,0.0,11.0,0.0,80.0,10.0,11.0,1008.0,18.0,17.0,1015.0,0.0,12.0,32.0,0.0,16.0,269.0,94.0,13.0
289,6,0.8091346412245711,-1.4638997582470585,0.0,0.0,63.0,0.0,8.0,14.0,1017.48,0.0,6.0,0.0,80.0,0.0,5.0,1014.0,14.0,13.0,1020.0,0.0,6.0,30.0,0.0,10.0,321.0,93.0,7.0
290,6,0.7600908892435304,-1.3919000784654778,0.0,0.0,56.0,0.0,12.0,8.0,1018.74,0.0,4.0,0.0,74.0,7.0,7.0,1018.0,19.0,9.0,1020.0,0.0,9.0,17.0,0.0,14.0,337.0,87.0,9.0
291,6,0.7821402154603864,-1.3411255416428702,0.0,0.0,49.0,0.0,12.0,6.0,1012.08,0.0,0.0,0.0,63.0,10.0,6.0,1010.0,21.0,9.0,1014.0,0.0,10.0,24.0,0.0,16.0,211.0,76.0,10.0
